stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,mode,route,shape_id
20560882,20560.882,"D Road, Platform 2",-33.86743202712592,150.79381669443387,,PST2056088,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
205601321,20560.132099999995,"Randwick, Platform 1",-33.9148537740887,151.22623240318282,,PST20560132,,1,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
205601321,20560.132099999995,"Randwick, Platform 1",-33.9148537740887,151.22623240318282,,PST20560132,,1,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
205601322,20560.1322,"Randwick, Platform 2",-33.915008231969765,151.22602584303579,,PST20560132,,2,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
205601322,20560.1322,"Randwick, Platform 2",-33.915008231969765,151.22602584303579,,PST20560132,,2,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
205601331,20560.133100000006,"Maroubra, Platform 1",-33.937179982048214,151.2402508575444,,PST20560133,,1,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3a-WSIA-MBRA
205601331,20560.133100000006,"Maroubra, Platform 1",-33.937179982048214,151.2402508575444,,PST20560133,,1,Metro,"['M-3a-W-M', 'M-3b-P-M']",M-3b-PRMT-MBRA
205601332,20560.1332,"Maroubra, Platform 2",-33.937257580954146,151.23979512938254,,PST20560133,,2,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3a-MBRA-WSIA
205601332,20560.1332,"Maroubra, Platform 2",-33.937257580954146,151.23979512938254,,PST20560133,,2,Metro,"['M-3a-M-W', 'M-3b-M-P']",M-3b-MBRA-PRMT
20560841,20560.841,"Wetherill Park, Platform 1",-33.84914047767445,150.92437107180572,,PST2056084,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560841,20560.841,"Wetherill Park, Platform 1",-33.84914047767445,150.92437107180572,,PST2056084,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560842,20560.842,"Wetherill Park, Platform 2",-33.849040549781705,150.92428761329595,,PST2056084,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560842,20560.842,"Wetherill Park, Platform 2",-33.849040549781705,150.92428761329595,,PST2056084,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560861,20560.861,"M7, Platform 1",-33.863128070963114,150.84684489793156,,PST2056086,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560861,20560.861,"M7, Platform 1",-33.863128070963114,150.84684489793156,,PST2056086,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560862,20560.862,"M7, Platform 2",-33.86299281413956,150.84680795469052,,PST2056086,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560862,20560.862,"M7, Platform 2",-33.86299281413956,150.84680795469052,,PST2056086,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560871,20560.871,"E Road, Platform 1",-33.86500521668908,150.824465478281,,PST2056087,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560871,20560.871,"E Road, Platform 1",-33.86500521668908,150.824465478281,,PST2056087,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560872,20560.872,"E Road, Platform 2",-33.864880371083125,150.82444152816788,,PST2056087,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560872,20560.872,"E Road, Platform 2",-33.864880371083125,150.82444152816788,,PST2056087,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560891,20560.891,"C Road, Platform 1",-33.86898083272224,150.7756612105178,,PST2056089,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-3a-MBRA-WSIA
20560891,20560.891,"C Road, Platform 1",-33.86898083272224,150.7756612105178,,PST2056089,,1,Metro,"['M-3a-M-W', 'M-5-E-W']",M-5-EPNG-WSIA
20560892,20560.892,"C Road, Platform 2",-33.86891705262489,150.7756519714167,,PST2056089,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-3a-WSIA-MBRA
20560892,20560.892,"C Road, Platform 2",-33.86891705262489,150.7756519714167,,PST2056089,,2,Metro,"['M-3a-W-M', 'M-5-W-E']",M-5-WSIA-EPNG
20560641,20560.641,"South Creek, Platform 1",-33.94852272625228,150.75678305580294,,PST2056064,,1,Train,['T2-C-L-A'],T2-CTYC-WSAR
20560642,20560.642,"South Creek, Platform 2",-33.948194633219096,150.75680398472642,,PST2056064,,2,Train,['T2-A-L-C'],T2-WSAR-CTYC
205601611,20560.161100000005,Westmead Station,-33.807693143283785,150.98738084989347,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601612,20560.1612,Westmead Station,-33.807696455458654,150.98739089655774,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601621,20560.162099999994,Westmead Hospital,-33.804782516275395,150.99005043098714,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601622,20560.1622,Westmead Hospital,-33.80479185837869,150.99006387286684,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601631,20560.163100000005,Children's Hospital at Westmead,-33.802756171606866,150.99301851979132,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601632,20560.1632,Children's Hospital at Westmead,-33.802773825348005,150.9929965322094,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601641,20560.164099999995,Cumberland Hospital,-33.80166938520117,151.00134452857867,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601642,20560.1642,Cumberland Hospital,-33.801689011778286,151.0013657265249,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601651,20560.165100000006,Factory Street,-33.80074747647155,151.004499949064,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601652,20560.1652,Factory Street,-33.80076377801703,151.0044589274198,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601661,20560.166099999995,Fennell Street,-33.80527178614445,151.0059264425609,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601662,20560.1662,Fennell Street,-33.80527111970097,151.00588523133572,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601671,20560.167100000006,Prince Alfred Square,-33.80915999315752,151.00527141824406,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601672,20560.1672,Prince Alfred Square,-33.809156788849705,151.00523798976027,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601681,20560.168099999995,Eat Street,-33.81338670833543,151.00347594016634,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601682,20560.1682,Eat Street,-33.81337977588577,151.00344705818674,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601691,20560.169100000006,Parramatta Square,-33.815514197218235,151.0049674820197,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
205601692,20560.1692,Parramatta Square,-33.81554908460249,151.00495430356492,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016101,20560.16101,Harris Street,-33.81684081538402,151.0108554987026,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016102,20560.161020000003,Harris Street,-33.816878388570466,151.0108427175898,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016111,20560.16111,Tramway Avenue,-33.817303669840115,151.0182952786631,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016112,20560.16112,Tramway Avenue,-33.81734493556609,151.0182912318051,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016121,20560.16121,Camellia,-33.818313871138464,151.0244098329917,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016122,20560.161219999995,Camellia,-33.81831977965915,151.02443083658298,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016131,20560.16131,Rydalmere,-33.810288097382525,151.0288998038953,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016132,20560.16132,Rydalmere,-33.81030419570741,151.02893119737382,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016141,20560.16141,Dundas,-33.80383901399957,151.03316442426643,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016142,20560.161420000004,Dundas,-33.80386261907514,151.03318250431525,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016151,20560.16151,Telopea,-33.79453148786528,151.04099839554297,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016152,20560.16152,Telopea,-33.79455301919671,151.04103552864638,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016161,20560.16161,Carlingford,-33.782078533498776,151.04705126624074,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016162,20560.161619999995,Carlingford,-33.782090944703576,151.04707367331739,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
2056016171,20560.16171,Western Sydney University,-33.813470526015394,151.02659817250398,,,,,LightRail,['L-1-W-C'],L-PLR1-WSMD-CLFD
2056016172,20560.16172,Western Sydney University,-33.81349229766869,151.02661759480287,,,,,LightRail,['L-1-C-W'],L-PLR1-CLFD-WSMD
205601711,20560.171100000003,Western Sydney University,-33.81345003789511,151.02666798313425,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601712,20560.1712,Western Sydney University,-33.81346972702292,151.02666379380597,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601721,20560.172099999996,Pike Street,-33.814571101412845,151.03568723612406,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601722,20560.1722,Pike Street,-33.814611604083446,151.0356288345401,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601731,20560.173100000004,Rydalmere Public School,-33.815785913331325,151.04418890926775,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601732,20560.1732,Rydalmere Public School,-33.815823995923466,151.0441880421913,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601741,20560.174100000004,Silverwater Road,-33.81807367940589,151.05169219753327,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601742,20560.1742,Silverwater Road,-33.81809826272656,151.05169653499638,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601751,20560.175100000004,Boronia Street,-33.817794172544204,151.0608494053794,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601752,20560.1752,Boronia Street,-33.81782247752529,151.06090726515527,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601761,20560.176099999993,Hope Street,-33.815353546909535,151.06543931323029,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601762,20560.1762,Hope Street,-33.81537583720873,151.06546060387296,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601771,20560.177100000004,Melrose Park,-33.81586488495188,151.0711128566951,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601772,20560.1772,Melrose Park,-33.81587993018105,151.0710953123151,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601781,20560.178099999994,Park Street North,-33.824015499136905,151.07719597985363,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601782,20560.1782,Park Street North,-33.824009257908685,151.0771557613591,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601791,20560.179100000005,Stromboli Strait,-33.82974735074998,151.07227334360536,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
205601792,20560.1792,Stromboli Strait,-33.82974224126176,151.07221914353002,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
2056017101,20560.17101,Australia Avenue,-33.840900214114555,151.0691749477453,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
2056017102,20560.171020000005,Australia Avenue,-33.84091138278989,151.06907845452915,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
2056017111,20560.17111,Olympic Park Station,-33.84697428400968,151.06933472219043,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
2056017112,20560.17112,Olympic Park Station,-33.84694944619357,151.06930085266353,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
2056017121,20560.17121,Edwin Flack Avenue,-33.84970304424071,151.06197630915233,,,,,LightRail,['L-2-P-O'],L-PLR2-WSUN-OLYP
2056017122,20560.171220000004,Edwin Flack Avenue,-33.84967906944986,151.06193298025556,,,,,LightRail,['L-2-O-P'],L-PLR2-OLYP-WSUN
205601221,20560.122099999997,"Westmead Light Rail Station, Platform 1",-33.80472589172291,150.9899766282857,,PST20560122,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
205601221,20560.122099999997,"Westmead Light Rail Station, Platform 1",-33.80472589172291,150.9899766282857,,PST20560122,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
205601222,20560.1222,"Westmead Light Rail Station, Platform 2",-33.80465980930919,150.99006379142858,,PST20560122,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
205601222,20560.1222,"Westmead Light Rail Station, Platform 2",-33.80465980930919,150.99006379142858,,PST20560122,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
205601231,20560.123100000004,"Briens Road, Platform 1",-33.796504647073476,150.98524351174268,,PST20560123,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
205601231,20560.123100000004,"Briens Road, Platform 1",-33.796504647073476,150.98524351174268,,PST20560123,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
205601232,20560.1232,"Briens Road, Platform 2",-33.79645755034605,150.98543245294618,,PST20560123,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
205601232,20560.1232,"Briens Road, Platform 2",-33.79645755034605,150.98543245294618,,PST20560123,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
205601251,20560.125100000005,"Abbott Road, Platform 1",-33.76559570025529,150.9583813994662,,PST20560125,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
205601251,20560.125100000005,"Abbott Road, Platform 1",-33.76559570025529,150.9583813994662,,PST20560125,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
205601252,20560.1252,"Abbott Road, Platform 2",-33.76557143293123,150.95861491643524,,PST20560125,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
205601252,20560.1252,"Abbott Road, Platform 2",-33.76557143293123,150.95861491643524,,PST20560125,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
205601241,20560.124099999994,"Old Toongabbie, Platform 1",-33.78322066385445,150.9690330680103,,PST20560124,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
205601241,20560.124099999994,"Old Toongabbie, Platform 1",-33.78322066385445,150.9690330680103,,PST20560124,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
205601242,20560.1242,"Old Toongabbie, Platform 2",-33.78315059415353,150.96920950884854,,PST20560124,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
205601242,20560.1242,"Old Toongabbie, Platform 2",-33.78315059415353,150.96920950884854,,PST20560124,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
205601261,20560.126099999994,"M7, Platform 1",-33.75145988309059,150.95180414949658,,PST20560126,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4a-KGRH-TLWG
205601261,20560.126099999994,"M7, Platform 1",-33.75145988309059,150.95180414949658,,PST20560126,,1,Metro,"['M-4a-K-T', 'M-4b-K-N']",M-4b-KGRH-NWST
205601262,20560.1262,"M7, Platform 2",-33.751424272176564,150.9519903160488,,PST20560126,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4a-TLWG-KGRH
205601262,20560.1262,"M7, Platform 2",-33.751424272176564,150.9519903160488,,PST20560126,,2,Metro,"['M-4a-T-K', 'M-4b-N-K']",M-4b-NWST-KGRH
205602013,20560.201299999993,"Bella Vista Station, Platform 3",-33.73075850936283,150.94394484458363,,PST4005,,3,Metro,['M-4a-K-T'],M-4a-KGRH-TLWG
205602014,20560.2014,"Bella Vista Station, Platform 4",-33.73067288639632,150.94424630968197,,PST4005,,4,Metro,['M-4a-T-K'],M-4a-TLWG-KGRH
205602023,20560.202300000004,"Kellyville Station, Platform 3",-33.713551254930714,150.93519760414299,,PST4006,,3,Metro,['M-4a-K-T'],M-4a-KGRH-TLWG
205602024,20560.20204,"Kellyville Station, Platform 4",-33.71349760954789,150.93536393847504,,PST4006,,4,Metro,['M-4a-T-K'],M-4a-TLWG-KGRH
205602033,20560.203299999994,"Rouse Hill Station, Platform 3",-33.69201838145697,150.9242652143172,,PST4007,,3,Metro,['M-4a-K-T'],M-4a-KGRH-TLWG
205602034,20560.2034,"Rouse Hill Station, Platform 4",-33.69196907658064,150.92435244430115,,PST4007,,4,Metro,['M-4a-T-K'],M-4a-TLWG-KGRH
205602043,20560.204300000005,"Tallawong Station, Platform 5",-33.691725848432256,150.90597900687322,,PST4008,,5,Metro,['M-4a-K-T'],M-4a-KGRH-TLWG
205602044,20560.2044,"Tallawong Station, Platform 6",-33.69159388151957,150.9059301906476,,PST4008,,6,Metro,['M-4a-T-K'],M-4a-TLWG-KGRH
205602053,20560.205299999994,"Norwest Station, Platform 3",-33.7341990425607,150.96385053423828,,PST4004,,3,Metro,['M-4b-K-N'],M-4b-KGRH-NWST
205602054,20560.2054,"Norwest Station, Platform 4",-33.73438902146743,150.96396497862352,,PST4004,,4,Metro,['M-4b-N-K'],M-4b-NWST-KGRH
205605101,20560.510099999996,Aerotropolis South,-33.93511570618848,150.7392730868339,,PST20560510,,1,Metro,['M-6-T-M'],M-6-TLWG-MCTR
205605102,20560.5102,Aerotropolis South,-33.935181961442524,150.73904601998933,,PST20560510,,2,Metro,['M-6-M-T'],M-6-MCTR-TLWG
20560651,20560.651,Aerotropolis South,-33.93494118837832,150.7397328050486,,PST20560510,,3,Train,['T2-A-L-C'],T2-WSAR-CTYC
20560652,20560.652,Aerotropolis South,-33.93496572340183,150.7396864719804,,PST20560510,,4,Train,['T2-C-L-A'],T2-CTYC-WSAR
